"id","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value","ocean_proximity"
15140,-116.91,32.85,21,4152,703,2255,697,4.5096,159500,"<1H OCEAN"
5003,-118.32,34.01,52,3104,645,1498,581,2.6667,128000,"<1H OCEAN"
6978,-118.02,33.98,23,1995,306,707,293,8.6677,332700,"<1H OCEAN"
17950,-121.96,37.34,36,844,153,373,160,5.791,254100,"<1H OCEAN"
8881,-118.49,34.04,31,4066,951,1532,868,4.8125,500001,"<1H OCEAN"
2083,-119.8,36.76,52,1853,437,764,390,1.6429,69200,"INLAND"
6091,-117.87,34.1,15,6409,1363,3359,1267,3.875,173300,"<1H OCEAN"
9281,-122.65,38.11,21,3891,616,1968,632,5.5524,279200,"<1H OCEAN"
9333,-122.64,38.01,36,1336,258,678,249,5.5789,292000,"NEAR OCEAN"
17709,-121.82,37.32,10,2506,623,2634,622,3.135,231400,"<1H OCEAN"
1891,-120.01,38.93,22,3080,610,1045,425,2.996,126100,"INLAND"
4514,-118.19,34.03,50,1183,246,851,231,3.2639,142600,"<1H OCEAN"
10226,-117.89,33.87,32,1133,216,693,228,3.3594,202100,"<1H OCEAN"
13690,-117.2,34.14,14,2647,524,989,479,3.1513,160000,"INLAND"
3598,-118.5,34.25,32,2333,389,969,331,4.8164,241100,"<1H OCEAN"
725,-122.1,37.68,31,1892,428,1162,389,3.125,167100,"NEAR BAY"
10566,-117.76,33.72,15,941,266,366,248,4.3636,148400,"<1H OCEAN"
19757,-122.25,40.17,19,3182,630,1741,642,1.9727,64900,"INLAND"
19330,-122.88,38.46,25,1563,314,737,305,2.5687,249200,"<1H OCEAN"
15470,-117.21,33.16,13,2937,698,1246,579,2.6487,196000,"<1H OCEAN"
16834,-122.5,37.6,35,2197,369,971,326,4.25,241700,"NEAR OCEAN"
1674,-122.26,38.03,25,2239,361,928,353,4.4474,203700,"NEAR BAY"
5600,-118.27,33.79,36,2218,561,1789,527,3.1613,182300,"<1H OCEAN"
15404,-117.23,33.24,26,1991,330,1014,304,4.3068,240100,"<1H OCEAN"
4534,-118.22,34.03,45,554,214,888,218,1.8125,139600,"<1H OCEAN"
10454,-117.66,33.46,28,1261,233,609,242,5.1024,312700,"<1H OCEAN"
16588,-121.42,37.74,19,1393,367,915,355,1.1957,103100,"INLAND"
8888,-118.52,34.02,24,7418,1755,2713,1577,5.0867,500001,"<1H OCEAN"
14196,-117.05,32.71,25,3292,608,2266,592,3.2986,119200,"NEAR OCEAN"
4785,-118.32,34.03,47,1082,198,455,193,3.0132,223200,"<1H OCEAN"
18275,-122.06,37.35,30,2040,294,787,278,8.758,500001,"<1H OCEAN"
9135,-118.07,34.51,14,2798,459,1236,404,4.8667,239900,"INLAND"
505,-122.28,37.85,44,1025,198,506,204,1.73,147900,"NEAR BAY"
695,-122.11,37.7,29,1298,306,835,338,2.3274,170400,"NEAR BAY"
19640,-120.8,37.55,18,1802,335,1110,329,3.1641,96300,"INLAND"
18899,-122.25,38.11,49,2365,504,1131,458,2.6133,103100,"NEAR BAY"
4085,-118.39,34.15,29,3110,650,1212,642,4.2031,394400,"<1H OCEAN"
15715,-122.45,37.78,45,2747,699,1320,693,3.1576,333300,"NEAR BAY"
3004,-119.01,35.31,19,7092,1517,4101,1436,2.1006,74800,"INLAND"
12824,-121.42,38.72,10,3054,528,1932,510,3.0903,91900,"INLAND"
8674,-118.38,33.83,35,2152,454,902,414,4.5179,427200,"<1H OCEAN"
9022,-118.75,34.17,16,2950,387,1228,379,5.3749,346100,"NEAR OCEAN"
7597,-118.25,33.89,35,1582,391,1957,404,2.4537,91500,"<1H OCEAN"
16527,-121.2,37.8,37,311,61,171,54,4.0972,101800,"INLAND"
1122,-121.58,39.79,19,2636,523,1184,465,2.7863,108600,"INLAND"
11224,-117.94,33.81,33,1891,334,932,343,4.2759,238000,"<1H OCEAN"
20607,-121.57,39.12,30,2601,534,1702,506,2.08,56600,"INLAND"
8305,-118.12,33.75,47,3330,569,1220,557,7.3672,500001,"NEAR OCEAN"
14933,-116.99,32.64,15,4331,699,2046,627,3.9519,193500,"NEAR OCEAN"
3718,-118.42,34.2,24,3148,908,2850,839,1.9549,221500,"<1H OCEAN"
5741,-118.25,34.16,52,2477,385,993,371,4.9135,368100,"<1H OCEAN"
11588,-118.02,33.78,28,3375,559,1754,554,5.5446,228900,"<1H OCEAN"
15420,-117.25,33.22,19,2167,443,1654,435,3.5,135800,"<1H OCEAN"
13775,-117.05,34.04,23,3967,766,1518,698,2.29,111800,"INLAND"
19945,-119.37,36.22,19,1673,318,1298,343,2.706,64800,"INLAND"
7062,-118.02,33.93,35,2400,398,1218,408,4.1312,193800,"<1H OCEAN"
5856,-118.33,34.19,46,2115,463,1133,439,3.7344,222000,"<1H OCEAN"
12897,-121.34,38.64,12,2772,578,1335,565,3.8068,161000,"INLAND"
6818,-118.08,34.08,38,1889,407,1330,396,3.9219,205200,"<1H OCEAN"
19328,-122.91,38.49,37,2469,519,1137,474,3.6343,146500,"<1H OCEAN"
601,-122.07,37.7,32,3400,736,1487,694,3,223200,"NEAR BAY"
16112,-122.5,37.74,44,2374,496,1087,426,3.5,275700,"NEAR OCEAN"
1167,-121.56,39.51,47,1064,245,603,190,1.3654,57900,"INLAND"
4657,-118.33,34.05,45,1707,519,1446,466,2.1736,171300,"<1H OCEAN"
1181,-121.54,39.47,14,1724,315,939,302,2.4952,53900,"INLAND"
6001,-117.75,34.08,33,1067,194,600,201,4.0368,139100,"INLAND"
17410,-120.57,34.96,27,1401,294,1306,286,2.5809,83200,"NEAR OCEAN"
4418,-118.26,34.08,45,2174,627,1992,557,2.5428,167800,"<1H OCEAN"
8494,-118.3,33.9,13,2455,661,1975,618,2.9559,173600,"<1H OCEAN"
14519,-117.13,32.91,16,3230,579,1825,576,4.2969,151200,"<1H OCEAN"
2779,-115.73,33.35,23,1586,448,338,182,1.2132,30000,"INLAND"
6443,-118.03,34.1,31,2647,539,1473,520,3.94,223900,"INLAND"
5178,-118.25,33.95,35,1405,326,1086,273,1.0375,89800,"<1H OCEAN"
7479,-118.21,33.93,39,354,73,184,58,2.7679,108900,"<1H OCEAN"
11376,-117.96,33.68,18,2594,539,817,485,2.3674,219200,"<1H OCEAN"
2350,-119.67,36.8,9,3712,508,1632,474,6.011,163100,"INLAND"
9207,-119.91,37.23,17,2171,389,1042,375,3.625,94400,"INLAND"
8037,-118.14,33.84,44,3043,619,1316,607,4.4286,254900,"<1H OCEAN"
11559,-117.99,33.77,29,1312,267,922,255,3.1902,202400,"<1H OCEAN"
8249,-118.19,33.78,42,1021,300,533,187,1.8036,175000,"NEAR OCEAN"
12596,-121.49,38.54,37,1655,393,841,355,1.6932,78400,"INLAND"
15818,-122.42,37.76,52,2038,629,2007,596,2.5701,266700,"NEAR BAY"
14397,-117.25,32.75,32,3551,1037,1731,935,2.2017,208300,"NEAR OCEAN"
78,-122.28,37.81,19,1207,243,721,207,1.1111,108300,"NEAR BAY"
6359,-117.97,34.14,33,1328,348,903,329,3.1094,136000,"INLAND"
12819,-121.49,38.61,6,4391,974,1982,914,3.4291,105300,"INLAND"
13114,-121.36,38.4,18,4813,849,2333,843,4.175,144400,"INLAND"
13006,-121.28,38.68,16,3467,615,1478,601,3.75,147300,"INLAND"
17759,-121.8,37.35,17,2529,423,1756,429,5.1017,240700,"<1H OCEAN"
8671,-118.37,33.82,32,2815,607,1338,609,4.5687,381200,"<1H OCEAN"
4598,-118.28,34.05,41,1075,597,2260,614,1.3,162500,"<1H OCEAN"
11613,-118.04,33.8,33,2685,466,1359,476,5.0261,245100,"<1H OCEAN"
5274,-118.53,34.04,45,1711,264,735,261,9.1078,500001,"<1H OCEAN"
20163,-119.34,34.39,27,669,131,314,106,2.4659,231300,"NEAR OCEAN"
13077,-121.3,38.59,25,3002,718,1660,613,2.1116,89600,"INLAND"
16880,-122.39,37.6,34,707,NA,381,156,4.375,340900,"NEAR OCEAN"
17032,-122.25,37.5,44,348,79,154,73,4.7708,253800,"NEAR OCEAN"
17286,-119.73,34.41,29,1769,297,703,269,4.4375,350000,"NEAR OCEAN"
2391,-119.46,36.91,12,2980,495,1184,429,3.9141,123900,"INLAND"
499,-122.27,37.85,47,2077,400,719,326,2.2431,172700,"NEAR BAY"
20403,-118.86,34.21,26,3354,659,2020,648,4.1576,211800,"<1H OCEAN"
14354,-117.22,32.75,26,696,185,384,184,2.6121,125000,"NEAR OCEAN"
8491,-118.29,33.9,27,1013,394,1067,400,1.7714,159400,"<1H OCEAN"
18742,-122.35,40.57,18,2226,490,859,451,1.6821,69400,"INLAND"
6092,-117.84,34.1,17,7836,1624,4419,1526,3.8465,180700,"<1H OCEAN"
5231,-118.24,33.93,37,1027,258,824,248,1.5132,86300,"<1H OCEAN"
12883,-121.34,38.67,34,1503,264,731,285,4.0352,118500,"INLAND"
8971,-118.4,34,44,2122,385,1012,367,4.6687,344300,"<1H OCEAN"
1678,-122.25,38.05,30,1255,297,779,307,1.6767,147700,"NEAR BAY"
6105,-117.89,34.12,35,1447,272,1224,268,3.9934,141900,"<1H OCEAN"
3225,-119.68,36.31,12,2739,535,1859,498,2.9936,60600,"INLAND"
13145,-121.56,38.26,43,1906,327,996,314,2.9744,136800,"INLAND"
11867,-121.08,40.19,11,919,199,69,43,1.6944,137500,"INLAND"
1529,-122.07,37.89,38,2139,343,809,340,5.5636,268800,"NEAR BAY"
1137,-121.71,39.71,17,2748,556,1174,514,3.066,102600,"INLAND"
8172,-118.12,33.8,35,1835,435,774,418,2.7092,256300,"<1H OCEAN"
630,-122.17,37.72,42,3008,659,1817,664,3.371,165000,"NEAR BAY"
8652,-118.39,33.86,24,2386,582,1152,568,4.8971,400700,"<1H OCEAN"
16147,-122.47,37.78,52,2951,647,1448,591,3.1392,422400,"NEAR BAY"
7660,-118.22,33.84,35,1131,273,1007,269,4.0219,168300,"<1H OCEAN"
5597,-118.24,33.8,28,636,169,788,143,3.6161,131300,"NEAR OCEAN"
9678,-118.98,37.65,18,1795,416,483,208,4.5375,169800,"INLAND"
6956,-118.06,33.98,42,1342,243,615,208,5.4381,186900,"<1H OCEAN"
8014,-118.1,33.84,35,1790,269,924,263,5.296,226200,"<1H OCEAN"
5087,-118.28,33.98,47,865,193,782,217,2.2411,93000,"<1H OCEAN"
15842,-122.42,37.75,52,2164,533,1122,469,3.2632,306000,"NEAR BAY"
3030,-119.47,35.13,44,4599,877,2140,831,2.9952,63800,"INLAND"
8092,-118.21,33.82,33,1278,311,1157,320,3.5054,146800,"NEAR OCEAN"
16297,-121.22,37.97,37,1514,337,1121,337,2.401,58400,"INLAND"
4890,-118.26,34.02,39,698,232,1046,228,2.2356,119500,"<1H OCEAN"
11922,-117.41,33.96,27,2341,418,1272,415,3.0208,112700,"INLAND"
5588,-118.31,33.8,30,3096,757,2048,704,3.125,233300,"<1H OCEAN"
16977,-122.31,37.57,37,1437,305,979,331,4,273700,"NEAR OCEAN"
11755,-121.17,38.76,14,2028,255,781,251,6.5322,394000,"INLAND"
17823,-121.87,37.38,14,3851,534,2052,478,7.0735,335600,"<1H OCEAN"
3647,-118.45,34.23,25,4393,1369,3781,1267,2.5833,183700,"<1H OCEAN"
6282,-117.92,34.03,32,1819,375,1728,375,3.975,162400,"<1H OCEAN"
16767,-122.48,37.69,33,2347,512,1259,481,3.4492,264300,"NEAR OCEAN"
2678,-115.52,32.98,32,1615,382,1307,345,1.4583,58600,"INLAND"
1231,-120.55,38.31,18,1411,312,592,230,1.625,94700,"INLAND"
20205,-119.2,34.25,25,195,59,140,43,3.8889,187500,"NEAR OCEAN"
1469,-121.99,37.96,17,2756,423,1228,426,5.5872,200600,"INLAND"
8602,-118.37,33.88,27,1688,331,811,327,4.5357,334200,"<1H OCEAN"
5011,-118.32,34.01,44,4032,913,1622,848,2.4934,165800,"<1H OCEAN"
18734,-122.39,40.53,28,1427,304,692,285,2.125,80800,"INLAND"
13553,-117.31,34.11,52,851,190,731,190,1.9044,64900,"INLAND"
7349,-118.16,33.97,39,1444,447,1890,416,2.1181,176600,"<1H OCEAN"
3750,-118.38,34.18,40,2079,568,1396,526,3.0061,190800,"<1H OCEAN"
7990,-118.18,33.86,43,2752,645,1674,614,3.6719,161300,"<1H OCEAN"
3824,-118.47,34.2,25,4590,1477,2723,1195,2.7118,281700,"<1H OCEAN"
14936,-117,32.64,11,3098,490,1391,484,4.9792,170400,"NEAR OCEAN"
16048,-122.46,37.71,49,1711,348,1138,325,2.875,225000,"NEAR OCEAN"
12397,-116.29,33.67,12,5048,842,883,391,5.6918,231300,"INLAND"
4103,-118.39,34.14,19,5076,1034,2021,960,5.5683,309200,"<1H OCEAN"
13494,-117.39,34.04,27,2919,549,1841,564,2.8682,96400,"INLAND"
10701,-117.73,33.61,17,2612,582,832,564,2.6759,120600,"<1H OCEAN"
202,-122.22,37.78,50,1920,530,1525,477,1.4886,128800,"NEAR BAY"
18222,-122.08,37.4,19,3565,858,1639,744,4.1544,277000,"NEAR BAY"
2412,-119.46,36.61,13,1348,258,719,246,3.625,108300,"INLAND"
7599,-118.25,33.89,41,1476,286,1086,278,2.4632,111700,"<1H OCEAN"
418,-122.26,37.9,37,2220,335,903,362,7.8336,371300,"NEAR BAY"
18218,-122.08,37.4,23,806,158,373,156,5.9291,284600,"NEAR BAY"
736,-122.15,37.67,35,2472,398,1171,390,5.5797,198100,"NEAR BAY"
6043,-117.74,34.05,30,1185,317,1466,302,2.625,94300,"INLAND"
10005,-121.06,39.04,14,1651,279,633,261,4.2802,194800,"INLAND"
11823,-121.07,38.94,14,1710,294,839,297,4.7143,150700,"INLAND"
12250,-116.95,33.76,10,6890,1702,3141,1451,1.7079,95900,"INLAND"
1209,-121.79,39.48,39,1105,180,408,166,3.3929,82100,"INLAND"
20218,-119.25,34.28,36,2232,373,951,368,5.2261,303200,"NEAR OCEAN"
15643,-122.42,37.8,52,1777,486,932,427,3.3643,420000,"NEAR BAY"
4865,-118.28,34.04,19,460,241,890,229,1.6089,162500,"<1H OCEAN"
17320,-120.12,34.6,10,2426,426,966,419,5.5106,290900,"NEAR OCEAN"
13267,-117.68,34.09,22,1547,334,773,316,2.9812,148800,"INLAND"
4171,-118.21,34.1,47,5077,1271,3348,1106,3.0377,186800,"<1H OCEAN"
20208,-119.23,34.27,22,3536,615,1650,612,4.2381,229300,"NEAR OCEAN"
18371,-121.93,37.13,37,1150,203,511,179,5.7415,398500,"<1H OCEAN"
1622,-122.08,37.82,4,2045,237,830,252,11.3421,500001,"NEAR BAY"
7632,-118.29,33.84,11,2274,617,1897,622,3.5094,162900,"<1H OCEAN"
808,-122.03,37.62,35,2072,352,1001,350,4.7109,198700,"NEAR BAY"
14470,-117.25,32.83,17,2075,262,704,241,10.9529,500001,"NEAR OCEAN"
4069,-118.48,34.15,31,2536,429,990,424,5.4591,495500,"<1H OCEAN"
6342,-117.9,33.97,23,7353,1255,4014,1124,5.4155,213200,"<1H OCEAN"
12442,-116.19,33.69,11,5692,1346,5682,1273,2.5383,74000,"INLAND"
8988,-118.37,33.99,32,4018,564,1400,568,8.6718,439100,"<1H OCEAN"
5706,-118.26,34.23,33,1805,303,838,301,5.4306,326600,"<1H OCEAN"
4904,-118.25,34.01,30,962,291,1280,263,1.4464,110200,"<1H OCEAN"
17739,-121.78,37.31,25,2093,297,983,338,6.4664,271500,"<1H OCEAN"
6524,-118.04,34.06,31,957,295,1300,287,2.1383,153400,"<1H OCEAN"
14246,-117.1,32.7,42,2002,488,1505,464,1.5057,86300,"NEAR OCEAN"
19571,-120.95,37.59,43,1561,354,862,332,1.8466,81500,"INLAND"
12933,-121.23,38.65,19,2926,476,1349,480,4.6437,212900,"INLAND"
11646,-118.04,33.81,27,2990,515,1849,497,5.6846,216100,"<1H OCEAN"
17333,-120.01,34.54,30,2992,609,1288,465,3.9375,292900,"NEAR OCEAN"
13695,-117.23,34.13,10,1145,293,726,251,1.645,68700,"INLAND"
9611,-120.49,37.3,35,1313,324,1350,343,1.75,57600,"INLAND"
5268,-118.56,34.03,34,2095,343,662,299,8.2934,500001,"<1H OCEAN"
8436,-118.37,33.92,40,928,187,521,185,5.5255,242700,"<1H OCEAN"
4662,-118.3,34.05,44,1612,650,2028,593,1.9152,115600,"<1H OCEAN"
13381,-117.61,34.13,21,8416,1386,4308,1341,4.4611,164600,"INLAND"
15371,-117.24,33.4,16,2704,463,1322,424,3.7857,227000,"<1H OCEAN"
7566,-118.19,33.89,32,1696,438,1639,376,2.0357,107300,"<1H OCEAN"
3757,-118.38,34.18,44,901,179,473,179,3.3125,186400,"<1H OCEAN"
10736,-117.89,33.6,36,1496,247,441,203,7.8164,500001,"<1H OCEAN"
15411,-117.24,33.21,9,2486,626,1938,525,2.1293,151400,"<1H OCEAN"
8801,-118.38,33.77,21,11353,1537,4649,1504,9.821,500001,"NEAR OCEAN"
18551,-122.03,36.96,40,584,126,316,139,3.5938,243500,"NEAR OCEAN"
20001,-119.4,36.04,39,915,199,580,175,1.8894,112500,"INLAND"
3783,-118.39,34.16,37,1388,286,547,258,5.1584,444700,"<1H OCEAN"
15692,-122.44,37.79,52,1335,151,402,157,10.8783,500001,"NEAR BAY"
13950,-117.21,34.22,31,5454,1053,1408,504,5,161100,"INLAND"
19593,-120.87,37.62,30,455,70,220,69,4.8958,142500,"INLAND"
9799,-121.91,36.55,39,5468,834,1782,712,5.7248,398800,"NEAR OCEAN"
14708,-117.05,32.8,17,1475,308,549,293,3.7167,180400,"<1H OCEAN"
4447,-118.21,34.07,31,1077,300,1198,274,2.1333,160200,"<1H OCEAN"
11934,-117.4,33.93,35,1468,298,1168,261,2.2222,81300,"INLAND"
4237,-118.31,34.12,39,3895,561,1271,536,8.0073,500001,"<1H OCEAN"
3649,-118.46,34.23,19,9902,2814,7307,2660,2.585,145400,"<1H OCEAN"
9420,-122.52,37.88,52,176,50,88,46,3.8068,275000,"NEAR BAY"
11582,-118.03,33.77,24,3810,579,1818,590,5.8053,255900,"<1H OCEAN"
1932,-121,38.58,12,3425,549,1357,451,5.3344,217500,"INLAND"
13284,-117.67,34.07,29,1840,388,1278,368,3.5036,123400,"INLAND"
7490,-118.23,33.93,37,239,49,308,52,1.4028,105400,"<1H OCEAN"
1299,-121.82,38.01,47,1265,254,587,247,2.6364,93500,"INLAND"
13021,-121.22,38.71,23,1843,273,818,276,4.4695,214700,"INLAND"
18841,-122.64,41.63,19,2722,479,1108,430,3.1062,1e+05,"INLAND"
9397,-122.52,37.9,16,1704,402,689,348,4.4239,267100,"NEAR BAY"
13664,-117.31,34.03,24,1966,299,786,302,5.0318,134500,"INLAND"
9797,-121.88,36.49,28,2830,458,898,370,5.8142,500001,"NEAR OCEAN"
4162,-118.18,34.11,44,1346,398,1204,344,2.3984,152200,"<1H OCEAN"
14963,-116.91,32.75,5,8710,1614,4372,1527,4.7813,240900,"<1H OCEAN"
17147,-122.19,37.44,38,3383,456,1203,465,9.3198,500001,"NEAR OCEAN"
11352,-117.91,33.76,20,4413,NA,4818,1063,2.8594,215100,"<1H OCEAN"
3408,-118.3,34.25,44,1442,285,859,292,4.5833,197300,"<1H OCEAN"
9830,-121.91,36.62,52,1220,267,488,265,3.7454,243800,"<1H OCEAN"
19955,-119.33,36.21,38,3115,622,1238,606,2.6083,67000,"INLAND"
5803,-118.25,34.14,30,1615,570,1245,544,1.8929,196900,"<1H OCEAN"
18735,-122.39,40.52,24,2068,346,951,332,3.9306,85900,"INLAND"
10010,-121.14,39.1,13,1085,227,629,214,5.0389,171500,"INLAND"
19810,-118.96,36.49,24,1268,269,636,183,1.742,118800,"INLAND"
8165,-118.13,33.81,36,1749,322,855,319,4.6473,227100,"<1H OCEAN"
5421,-118.43,34.02,42,1528,244,634,242,8.1631,500001,"<1H OCEAN"
13001,-121.26,38.67,18,1830,313,905,361,4.2273,141800,"INLAND"
1377,-122.12,38.01,42,2225,367,864,381,4.1189,172400,"NEAR BAY"
14276,-117.13,32.7,42,1210,292,945,258,0.8991,78900,"NEAR OCEAN"
9399,-122.55,37.9,34,1431,224,503,220,7.9606,453400,"NEAR BAY"
7883,-118.12,33.88,36,1083,218,557,210,3.0795,218400,"<1H OCEAN"
622,-122.17,37.73,52,1555,289,620,292,3.7159,183300,"NEAR BAY"
7357,-118.16,33.96,24,1635,507,2480,481,2.4432,187500,"<1H OCEAN"
7678,-118.09,33.92,33,879,181,547,169,5.3146,168600,"<1H OCEAN"
18104,-122.04,37.3,25,2366,417,1076,398,6.9238,345900,"<1H OCEAN"
6927,-118.08,34.01,32,1973,401,1322,386,3.4861,158100,"<1H OCEAN"
15904,-122.41,37.75,52,2515,576,1209,540,3.5912,284900,"NEAR BAY"
7404,-118.23,33.95,27,504,142,789,167,0.9518,91400,"<1H OCEAN"
8126,-118.18,33.82,43,2210,469,1042,418,3.5,216700,"NEAR OCEAN"
10846,-117.89,33.68,26,2905,504,1452,491,5.0853,260300,"<1H OCEAN"
15363,-117.22,33.36,16,3165,482,1351,452,4.605,263300,"<1H OCEAN"
8364,-118.35,33.97,33,1495,474,1272,447,2.0694,143500,"<1H OCEAN"
3328,-122.83,38.89,11,640,134,268,90,3.4514,1e+05,"<1H OCEAN"
9046,-118.13,34.68,28,718,124,347,121,4.025,102600,"INLAND"
13544,-117.31,34.15,34,2037,385,1195,391,3.9231,96000,"INLAND"
9463,-123.8,39.47,28,2492,507,1202,460,2.7857,150300,"<1H OCEAN"
19950,-119.37,36.21,35,2228,476,1567,449,1.4455,54100,"INLAND"
13107,-121.37,38.41,14,3727,685,1741,646,3.5625,125700,"INLAND"
14532,-117.13,32.92,16,1565,257,893,239,5.5036,192300,"<1H OCEAN"
9451,-119.55,37.75,30,2165,536,1500,414,3.5391,55900,"INLAND"
8610,-118.36,33.86,35,2126,434,1044,433,5.5456,297400,"<1H OCEAN"
2642,-124.09,40.55,24,2978,553,1370,480,2.7644,97300,"<1H OCEAN"
5012,-118.33,34.01,43,2227,564,956,472,2.0217,187500,"<1H OCEAN"
2226,-119.84,36.81,18,2789,378,937,364,7.7062,188300,"INLAND"
18083,-122.04,37.26,24,4973,709,1692,696,7.8627,500001,"<1H OCEAN"
17793,-121.82,37.36,33,1624,337,1412,323,4.0385,167600,"<1H OCEAN"
3780,-118.39,34.17,28,2790,748,1351,697,3.2052,283600,"<1H OCEAN"
7350,-118.16,33.97,32,1347,434,1756,438,1.9464,190600,"<1H OCEAN"
19847,-119.1,36.4,23,1885,363,1056,338,3.2159,92800,"INLAND"
9542,-120.74,37.33,30,2390,470,1409,428,2.1484,81300,"INLAND"
12078,-117.64,33.87,2,17470,2727,5964,1985,6.2308,257900,"<1H OCEAN"
4346,-118.37,34.12,34,2821,399,843,391,11.615,500001,"<1H OCEAN"
246,-122.21,37.78,43,1702,460,1227,407,1.7188,126800,"NEAR BAY"
13380,-117.61,34.14,14,15809,2485,7363,2410,5.5198,245600,"INLAND"
11295,-117.92,33.79,35,1785,288,1033,297,4.5739,190500,"<1H OCEAN"
11380,-117.95,33.68,26,2249,344,1311,373,5.0287,265000,"<1H OCEAN"
18589,-122.25,37.08,20,1201,282,601,234,2.5556,177500,"NEAR OCEAN"
10353,-117.68,33.63,13,5830,921,2897,891,6.2403,257400,"<1H OCEAN"
5172,-118.28,33.94,38,637,204,679,162,1.5714,89700,"<1H OCEAN"
17270,-119.7,34.4,25,1858,493,865,460,3.0938,312500,"NEAR OCEAN"
7949,-118.14,33.86,44,1276,234,538,213,4.8667,218300,"<1H OCEAN"
1255,-122.01,39.21,52,1989,392,985,396,2.5556,75800,"INLAND"
13761,-117.17,34.03,33,4583,648,1760,638,6.3308,230600,"INLAND"
18471,-121.64,37.15,13,4780,798,2795,764,6.1684,288100,"<1H OCEAN"
2310,-119.74,36.83,14,4675,829,2235,787,4.1098,108200,"INLAND"
2568,-124.16,40.79,46,3042,597,1206,541,2.1135,90600,"NEAR OCEAN"
9485,-123.15,39.31,19,1026,205,424,152,2.8833,154200,"INLAND"
14269,-117.11,32.69,39,395,159,620,162,2.725,86500,"NEAR OCEAN"
8187,-118.1,33.79,36,3359,596,1522,565,5.1805,249400,"<1H OCEAN"
11075,-117.86,33.8,34,1793,480,1722,441,2.8235,153100,"<1H OCEAN"
4359,-118.37,34.08,52,2946,695,1258,650,3.9783,374100,"<1H OCEAN"
3104,-117.67,35.64,6,2115,342,927,337,6.1935,115700,"INLAND"
12283,-116.79,33.99,16,319,68,212,67,1.4688,90000,"INLAND"
6083,-117.87,34.09,31,1484,327,927,317,3.6484,189600,"<1H OCEAN"
9559,-120.57,37.43,39,2235,412,1268,402,2.6758,74600,"INLAND"
13764,-117.12,34.06,38,281,55,151,52,1.3906,120800,"INLAND"
17582,-121.92,37.31,34,876,150,424,163,5.2769,241100,"<1H OCEAN"
9895,-122.3,38.29,40,1739,318,744,312,2.6518,156100,"NEAR BAY"
8477,-118.32,33.9,35,3189,680,1882,651,3.6625,188000,"<1H OCEAN"
16822,-122.53,37.66,25,7778,1493,4674,1451,5.4694,272400,"NEAR OCEAN"
13208,-117.71,34.05,20,2281,444,1545,481,2.5735,130500,"INLAND"
4409,-118.23,34.09,49,1638,456,1500,430,2.6923,150000,"<1H OCEAN"
3545,-118.61,34.24,17,5406,895,2337,882,6.0137,375900,"<1H OCEAN"
12538,-121.51,38.55,46,1485,278,531,291,2.7885,137200,"INLAND"
5693,-118.24,34.23,42,1541,280,753,264,5.1028,292100,"<1H OCEAN"
11785,-121.22,38.78,8,3418,514,1312,409,6.3914,218000,"INLAND"
17596,-121.89,37.31,40,1844,340,719,305,3.3682,235200,"<1H OCEAN"
12971,-121.32,38.68,25,1252,207,587,217,3.5893,146400,"INLAND"
647,-122.13,37.72,35,2183,383,976,392,3.8393,243500,"NEAR BAY"
4067,-118.47,34.16,30,3823,740,1449,612,4.6,392500,"<1H OCEAN"
5227,-118.25,33.93,36,2452,734,2664,667,0.9298,1e+05,"<1H OCEAN"
13937,-117.28,34.24,16,3474,633,853,315,5.2185,128600,"INLAND"
8960,-118.39,34.01,35,4424,918,2101,888,3.9688,355100,"<1H OCEAN"
6434,-118.01,34.12,32,1937,332,922,340,3.94,278400,"INLAND"
18736,-122.4,40.51,20,1750,352,834,340,2.485,100600,"INLAND"
11043,-117.82,33.81,19,2556,304,822,260,9.9055,456900,"<1H OCEAN"
7167,-118.18,34.05,41,389,102,455,107,2.7031,109200,"<1H OCEAN"
18996,-121.94,38.41,15,1263,211,665,208,4.5,260900,"INLAND"
18110,-122,37.3,29,3429,524,1518,520,7.218,400700,"<1H OCEAN"
10034,-121.08,39.22,30,2188,NA,1033,437,2.1419,105200,"INLAND"
7461,-118.19,33.92,36,1356,314,1469,300,2.0785,139800,"<1H OCEAN"
1321,-121.9,38.04,36,1489,331,838,259,1.2024,90200,"INLAND"
9543,-120.75,37.37,32,1656,317,1037,286,2.4964,88800,"INLAND"
7641,-118.28,33.82,30,3615,760,2813,752,5.3849,217700,"<1H OCEAN"
13842,-117.31,34.53,26,2299,496,1259,441,2.6125,79900,"INLAND"
19648,-120.84,37.47,11,2285,499,1468,471,2.7857,110300,"INLAND"
16293,-121.24,37.96,37,1175,260,951,267,2.875,57700,"INLAND"
4892,-118.25,34.02,33,1676,525,2564,515,2.1957,100800,"<1H OCEAN"
19727,-121.7,39.07,26,2668,510,1437,505,3.3125,1e+05,"INLAND"
3959,-118.59,34.2,21,1789,NA,2300,677,2.754,179800,"<1H OCEAN"
16868,-122.38,37.6,33,2577,590,1867,566,3.3632,265100,"NEAR OCEAN"
12071,-117.6,33.85,9,6538,955,2928,892,5.3006,221400,"<1H OCEAN"
4229,-118.29,34.11,24,3696,1125,1685,1031,2.3789,266700,"<1H OCEAN"
15783,-122.4,37.78,32,352,132,313,105,2.5742,350000,"NEAR BAY"
